K1b.1 104.63017980829942 -55.94343598701029 0.3 0.3 0 3.24 25
K1b.2 104.63167480860355 -55.942185987037675 0.3 0.3 0 3.24 25
K1b.3 104.63221780870393 -55.941903987047624 0.3 0.3 0 3.24 25
K1c.1 104.6303128083219 -55.94340298701272 0.3 0.3 0 3.24 25
K1c.2 104.63145380855758 -55.94238798703363 0.3 0.3 0 3.24 25
K1c.3 104.63273280879564 -55.94169698705706 0.3 0.3 0 3.24 25
K1d.1 104.63050580836757 -55.94313198701626 0.3 0.3 0 3.24 25
K1d.2 104.63104880848043 -55.94263698702621 0.3 0.3 0 3.24 25
K1d.3 104.63287780882442 -55.9415879870597 0.3 0.3 0 3.24 25
K1e.1 104.63077580841784 -55.9429859870212 0.3 0.3 0 3.24 25
K1e.2 104.63091580844655 -55.94286498702376 0.3 0.3 0 3.24 25
K1e.3 104.63318980887738 -55.941506987065424 0.3 0.3 0 3.24 25
K1a.2 104.63195980865353 -55.94208398704289 0.3 0.3 0 3.24 25
K1a.3 104.63215980869013 -55.94198698704656 0.3 0.3 0 3.24 25
K2a.1 104.65190881091411 -55.95620398740792 0.3 0.3 0 2.774 25
K2a.2 104.64694481001958 -55.95837598731715 0.3 0.3 0 2.774 25
K2a.3 104.66499981322873 -55.951228987647056 0.3 0.3 0 2.774 25
K2b.1 104.65149781082401 -55.956658987400395 0.3 0.3 0 2.774 25
K2b.2 104.64786881017068 -55.95823598733406 0.3 0.3 0 2.774 25
K2b.3 104.66538481328483 -55.951287987654084 0.3 0.3 0 2.774 25
K2c.1 104.65214281095462 -55.95612998741219 0.3 0.3 0 2.774 25
K2c.2 104.64673080997987 -55.95848898731324 0.3 0.3 0 2.774 25
K2c.3 104.66494281321573 -55.95130098764602 0.3 0.3 0 2.774 25
K3a.1 104.64216780983837 -55.94882198722978 0.3 0.3 0 3.2541 25
K3a.2 104.63955480930707 -55.951001987181954 0.3 0.3 0 3.2541 25
K3a.3 104.65427881197259 -55.944334987451235 0.3 0.3 0 3.2541 25
K3b.1 104.6415728097165 -55.949333987218886 0.3 0.3 0 3.2541 25
K3b.2 104.64062380952497 -55.95010098720151 0.3 0.3 0 3.2541 25
K3b.3 104.65468281203994 -55.944250987458624 0.3 0.3 0 3.2541 25
K4a.1 104.65841881224733 -55.950604987526866 0.3 0.3 0 2.7768 25
K4a.2 104.6551658116761 -55.95177498746744 0.3 0.3 0 2.7768 25
K4a.3 104.63900280880272 -55.95817698717185 0.3 0.3 0 2.7768 25
K4b.1 104.65786181214862 -55.9508209875167 0.3 0.3 0 2.7768 25
K4b.2 104.65657281191362 -55.95143298749316 0.3 0.3 0 2.7768 25
K4b.3 104.63871180875192 -55.95827598716652 0.3 0.3 0 2.7768 25
K4c.1 104.65880981231604 -55.950463987534015 0.3 0.3 0 2.7768 25
K4c.2 104.65433681153675 -55.95196598745229 0.3 0.3 0 2.7768 25
K4c.3 104.63921180883985 -55.95809498717566 0.3 0.3 0 2.7768 25
K4d.1 104.65924781239111 -55.95033798754202 0.3 0.3 0 2.7768 25
K4d.2 104.65374781143035 -55.95222898744152 0.3 0.3 0 2.7768 25
K4d.3 104.6395408088968 -55.95799098718169 0.3 0.3 0 2.7768 25
K5.1 104.6378748087405 -55.956254987151205 0.3 0.3 0 2.661 25
K5.2 104.65189781127579 -55.94997298740772 0.3 0.3 0 2.661 25
K5.3 104.65547881190327 -55.94870798747317 0.3 0.3 0 2.661 25
K6.1 104.65021681082017 -55.95332798737698 0.3 0.3 0 1.411 25
K6.2 104.64567981002071 -55.95500398729402 0.3 0.3 0 1.411 25
K6.3 104.65959381245999 -55.950073987548336 0.3 0.3 0 1.411 25
K7a.1 104.64400381010749 -55.94907498726336 0.3 0.3 0 1.621 25
K7a.2 104.64254180980348 -55.95041098723661 0.3 0.3 0 1.621 25
K7a.3 104.65307081171274 -55.94558898742916 0.3 0.3 0 1.621 25
K7b.1 104.64432181017372 -55.948782987269176 0.3 0.3 0 1.621 25
K7b.2 104.64208880971188 -55.95077998722832 0.3 0.3 0 1.621 25
K8a.1 104.65745181223377 -55.94827198750921 0.3 0.3 0 3.26 25
K8a.2 104.65109081112423 -55.95043198739296 0.3 0.3 0 3.26 25
K8a.3 104.63791280874055 -55.9563549871519 0.3 0.3 0 3.26 25
